                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    116,                0.53632,                0.45381,                0.94223,                 0.9435,                0.94426,                0.98838,                0.90717,                0.45102,                0.40805,                0.84883,             0.00088714,             0.00088714,             0.00088714
                    117,                0.49132,                0.43382,                0.93809,                0.96354,                0.93628,                0.97974,                0.90019,                0.45388,                0.39325,                0.87241,             0.00088615,             0.00088615,             0.00088615
                    118,                0.48392,                0.42627,                 0.9123,                 0.9847,                0.92889,                0.97367,                0.88336,                0.48386,                0.39983,                0.89246,             0.00088516,             0.00088516,             0.00088516
                    119,                0.52687,                0.45905,                0.93892,                  0.976,                0.94777,                0.96227,                0.85872,                 0.5137,                0.41837,                0.89325,             0.00088417,             0.00088417,             0.00088417
                    120,                0.49823,                0.43103,                0.91483,                0.98666,                0.94759,                0.97258,                0.84333,                0.56286,                0.43235,                0.93488,             0.00088318,             0.00088318,             0.00088318
                    121,                0.49642,                0.42832,                0.93123,                0.98169,                0.93365,                0.96989,                0.84322,                 0.5605,                0.43951,                0.93997,             0.00088219,             0.00088219,             0.00088219
                    122,                 0.5351,                 0.4713,                0.94531,                0.98776,                0.92451,                0.98526,                0.89008,                0.49886,                0.38259,                0.89995,              0.0008812,              0.0008812,              0.0008812
                    123,                0.52127,                0.47029,                0.94138,                0.95326,                0.97901,                0.99039,                0.89458,                0.49189,                0.38819,                0.88675,             0.00088021,             0.00088021,             0.00088021
                    124,                0.49207,                0.42562,                0.92275,                0.95682,                  0.914,                0.97772,                0.87782,                 0.4942,                0.45834,                0.89101,             0.00087922,             0.00087922,             0.00087922
                    125,                0.47622,                0.42795,                0.91022,                 0.9569,                0.94448,                0.97596,                 0.8752,                0.50638,                0.43187,                0.89297,             0.00087823,             0.00087823,             0.00087823
                    126,                0.50681,                0.41973,                0.92257,                0.99443,                0.94568,                0.98857,                0.89018,                0.48591,                0.36411,                0.88489,             0.00087724,             0.00087724,             0.00087724
                    127,                0.48579,                 0.4543,                0.91774,                 0.9676,                0.96327,                0.99172,                0.88983,                0.47691,                0.35845,                0.88418,             0.00087625,             0.00087625,             0.00087625
                    128,                0.50072,                0.42841,                0.92572,                0.97893,                0.94639,                0.98249,                0.89567,                0.45914,                0.37508,                0.86525,             0.00087526,             0.00087526,             0.00087526
                    129,                0.49324,                0.41772,                0.91067,                 0.9373,                  0.967,                0.98072,                0.88814,                0.46933,                0.37922,                0.87156,             0.00087427,             0.00087427,             0.00087427
                    130,                0.48585,                0.41877,                0.91765,                0.98582,                0.92303,                0.98026,                0.88212,                0.46976,                0.38699,                0.87632,             0.00087328,             0.00087328,             0.00087328
                    131,                 0.5056,                 0.4353,                0.92979,                0.96899,                0.92995,                0.98051,                0.89349,                0.48775,                0.39734,                0.87475,             0.00087229,             0.00087229,             0.00087229
                    132,                0.48745,                0.44154,                0.91957,                0.97997,                0.94083,                0.97492,                0.87214,                0.46287,                0.38736,                0.85806,              0.0008713,              0.0008713,              0.0008713
                    133,                0.49644,                0.43091,                0.92273,                0.98621,                0.93763,                0.98187,                0.87133,                0.49427,                0.38308,                0.86362,             0.00087031,             0.00087031,             0.00087031
                    134,                0.51201,                0.45539,                 0.9209,                 0.9721,                0.93108,                0.98093,                0.88447,                0.48878,                0.40346,                0.87212,             0.00086932,             0.00086932,             0.00086932
                    135,                0.49343,                0.43884,                0.92704,                0.93489,                0.95763,                  0.975,                0.87152,                0.49829,                0.41592,                0.87523,             0.00086833,             0.00086833,             0.00086833
                    136,                0.46602,                 0.4202,                0.91005,                0.96646,                0.96593,                 0.9889,                0.88942,                0.50837,                0.40239,                0.90164,             0.00086734,             0.00086734,             0.00086734
                    137,                0.49549,                 0.4175,                0.93694,                0.96992,                0.98666,                0.99258,                0.90647,                0.48082,                0.34251,                0.87272,             0.00086635,             0.00086635,             0.00086635
